001,國立臺灣大學,農業經濟學系A組,農業經濟學系,
001,國立臺灣大學,農業經濟學系B組,--,
002,國立臺灣師範大學,表演藝術學系,表演藝術學士學位學程,
004,國立成功大學,統計與資料科學學系,統計學系,
004,國立成功大學,電機工程學系(甲組),電機工程學系,
004,國立成功大學,電機工程學系(乙組),--,
007,高雄醫學大學,醫學系,醫學系(自費),
007,高雄醫學大學,--,醫學系(公費),
007,高雄醫學大學,生命科學院學士班(英語組),生命科學院學士班,
009,東海大學,應用物理學系(A組),應用物理學系,
009,東海大學,應用物理學系(B組),--,
009,東海大學,智慧計算暨應用數學系(A組),智慧計算暨應用數學系,
009,東海大學,智慧計算暨應用數學系(B組),--,
009,東海大學,景觀學系,景觀學系(A組),
009,東海大學,--,景觀學系(B組),
011,國立清華大學,電機資訊學院學士班,電機資訊學院學士班甲組,
011,國立清華大學,--,電機資訊學院學士班乙組,
014,淡江大學,公共行政暨法律學系,公共行政學系,
016,國立中央大學,機械工程學系智慧系統與永續能源組,機械工程學系設計與分析組,
017,中國文化大學,家庭科學系,生活應用科學系,
017,中國文化大學,音樂學系西樂組,音樂學系A組,
017,中國文化大學,音樂學系應用組,音樂學系B組,
017,中國文化大學,音樂學系國樂組,--,
017,中國文化大學,哲學與歷史學系(哲學組),哲學系,
017,中國文化大學,哲學與歷史學系(史學組),史學系,
017,中國文化大學,政治與經濟學系,政治學系,
017,中國文化大學,--,經濟學系,
017,中國文化大學,"都市計劃與開發管理學系(不動產投資
與估價組)",都市計劃與開發管理學系不動產投資組,
017,中國文化大學,"都市計劃與開發管理學系(智慧城市與
都市更新組)","都市計劃與開發管理學系智慧城市與都
市更新組",
017,中國文化大學,"動物科學保健暨園藝科技學系(園藝科
技組)",園藝暨生物技術學系,
017,中國文化大學,"動物科學保健暨園藝科技學系(動物科
學組)",動物科學系,
018,靜宜大學,人工智慧應用學系,人工智慧應用學系(元宇宙應用創作組),
018,靜宜大學,--,"人工智慧應用學系(人工智慧與遊戲設計
組)",
018,靜宜大學,國際企業學系(全球企業與品牌組),國際企業學系(國際貿易與運籌組),
018,靜宜大學,財務金融學系(智慧金融與銀行組),財務金融學系(金融管理組),
018,靜宜大學,財務金融學系(智能投資與理財組),財務金融學系(投資管理組),
019,大同大學,數位媒體設計學系(社會組),"數位媒體設計學系數位遊戲設計組(社會
組)",
019,大同大學,數位媒體設計學系(自然組),"數位媒體設計學系數位遊戲設計組(自然
組)",
019,大同大學,--,"數位媒體設計學系互動媒體設計組(社會
組)",
019,大同大學,--,"數位媒體設計學系互動媒體設計組(自然
組)",
019,大同大學,工程學院學士班(A組),工程學院學士班,
019,大同大學,工程學院學士班(B組),--,
020,輔仁大學,心理學系(自然組),心理學系,
020,輔仁大學,心理學系(社會組),--,
022,國立高雄師範大學,工業設計學系(自然組),工業設計學系,
022,國立高雄師範大學,工業設計學系(社會組),--,
023,國立彰化師範大學,英語學系,英語學系(社會組),
023,國立彰化師範大學,--,英語學系(自然組),
027,國立中山大學,電機工程學系英語組,電機工程學系全英語組,
027,國立中山大學,人文暨科技跨領域學系,人文暨科技跨領域學士學位學程,
030,長庚大學,醫學系,醫學系(自費),
030,長庚大學,--,醫學系(公費),
030,長庚大學,數位金融科技學系,數位金融科技學系(甲組),
030,長庚大學,--,數位金融科技學系(乙組),
034,國立東華大學,華文文學與創作學系,華文文學系,
034,國立東華大學,電機工程學系半導體組,電機工程學系半導體工程組,
035,臺北市立大學,數據科學與數學系,數學系,
035,臺北市立大學,公共事務學系,社會暨公共事務學系,
038,國立臺東大學,應用科學系物理暨光電科學組,應用科學系應用物理組,
040,元智大學,電機工程學系(乙組)(A組),電機工程學系(乙組),
040,元智大學,電機工程學系(乙組)(B組),--,
042,大葉大學,應用日語學系,應用日語學系(觀光旅遊組),
042,大葉大學,--,應用日語學系(AI商務應用組),
042,大葉大學,半導體學士學位學程,半導體學士學位學程(半導體設備組),
042,大葉大學,--,半導體學士學位學程(半導體製程組),
045,義守大學,資訊管理學系智慧商務與物聯網組,資訊管理學系,
045,義守大學,資訊管理學系人工智慧技術與應用組,--,
045,義守大學,材料科學與工程學系,材料科學與工程學系甲組,
045,義守大學,--,材料科學與工程學系乙組,
045,義守大學,電子工程學系,電子工程學系光電半導體組,
045,義守大學,--,電子工程學系電子智慧系統組,
046,銘傳大學,財務金融學系A組(台北校區),財務金融學系甲組(台北校區),
046,銘傳大學,財務金融學系B組(台北校區),財務金融學系乙組(台北校區),
046,銘傳大學,財務金融學系C組(台北校區),財務金融學系丙組(台北校區),
